Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID
8679,Well then we?ll get wet.,Emily,anger,negative,866,9
8680,Ohh. And I don?t even have a date.,Monica,sadness,negative,866,10
8681,Coming.,Rachel,neutral,neutral,867,0
8682,I have a bone to pick with you.,Ross,anger,negative,867,1
8683,Uh-oh.,Rachel,fear,negative,867,2
8684,Yes! Ben learned a little trick.,Ross,anger,negative,867,3
8685,Oh yeah? Did he pull the old,Rachel,surprise,positive,867,4
8686,That?s right! That?s right!,Ross,joy,positive,867,5
8687,Oh that.,Rachel,neutral,neutral,867,6
8688,Yeah that! You know I hate practical jokes! They?re mean and they?re stupid and-and I don?t want my son learning them!,Ross,anger,negative,867,7
8689,Y?know what? It doesn?t matter! Because it is not true!,Cecilia,anger,negative,868,0
8690,Okay.,Joey,neutral,neutral,868,1
8691,"And if it were true, how",Cecilia,neutral,neutral,868,2
8692,Ms. Monroe?  Oh there you go.,Joey,neutral,neutral,868,3
8693,Mark's a genius!,Joey,surprise,positive,869,0
8694,Why?! How?! How is he a genius?,Ross,surprise,negative,869,1
8695,"Look, don't you see what's happening here.",Chandler,anger,negative,869,2
8696,"Instead of hitting on her right away, he's becoming her confidant.",Chandler,anger,negative,869,3
8697,Now he's gonna be the guy she goes too to complain about you.,Chandler,neutral,neutral,869,4
8698,What am I going to do?,Ross,fear,negative,869,5
8699,"Well, why don't you send her a musical bug, op, no you already did that.",Chandler,neutral,neutral,869,6
8700,"All right look, you're going to have to go there yourself now, okay, make a few surprise visits.",Chandler,neutral,neutral,869,7
8701,I don't know you guys.,Ross,fear,negative,869,8
8702,"All right fine, don't do anything, just sit here and talk to us, meanwhile she is talking to him about you.",Chandler,disgust,negative,869,9
8703,"And he's being Mr. Joe Sensitive, and she starts thinking 'Maybe this is the guy for me, because he understands me.'",Chandler,disgust,negative,869,10
8704,"And before you know it, she's with him.",Joey,anger,negative,869,11
8705,"And you'll be all, 'Ohh, man!'",Joey,anger,negative,869,12
8706,"And he'll be all, 'Yes!'",Joey,anger,negative,869,13
8707,"And us, we'll be like, 'Wh-whoa, dude.'",Joey,joy,positive,869,14
8708,"And pretty soon you'll be like,  'Hhiii,' and, and, and, 'I can't go, Rachel and Mark might be there.'",Joey,disgust,negative,869,15
8709,"And we'll be like, 'Man get over it, it's been four years!!'",Joey,disgust,negative,869,16
8710,He paints quite a picture doesn't he?,Chandler,neutral,neutral,869,17
8711,"This is what I?ve got going for the party so far, liquor wise. Get a lot of liquor.",Joey,neutral,neutral,870,0
8712,Great. Great.,Ross,neutral,neutral,870,1
8713,"Okay, now uh, in terms of the invite list, I?ve got you, me, and Chandler and I?m gonna invite Gunther ?cause, well, we?ve been talking about this pretty loud.",Joey,neutral,neutral,870,2
8714,I?ll be there.,Gunther,neutral,neutral,870,3
8716,"Listen, I know this is your party, but I?d really like to the number of museum geeks that are gonna be there.",Joey,neutral,neutral,870,4
8717,"Yeah. Tell ya what, let?s not invite any of the anthropologists, only the dinosaur dudes!",Ross,neutral,neutral,870,5
8718,Okay! We?ll need a six-pack of,Joey,neutral,neutral,870,6
8719,"Hey guys, what are you doing?",Chandler,neutral,neutral,870,7
8720,"Hey, y?know what, if you?re gonna do that, if you?re gonna name him Joey, you should name him Chandler.",Chandler,neutral,neutral,871,0
8721,"Oh, come on!",Chandler,sadness,negative,871,1
8722,"Chandler?s funny, sophisticated, and he?s very loveable, once you get to know him.",Chandler,neutral,neutral,871,2
8723,"Oh well, hey, Joey?s loveable too! But the thing about Joey is, if you need him, he?ll be there.",Joey,neutral,neutral,871,3
8724,"Well, Chandler will be there for you too.",Chandler,neutral,neutral,871,4
8725,"I mean, well, he might be a little late, but-but, he?ll be there.",Chandler,neutral,neutral,871,5
8726,"And he?ll bring you some cold soda, if want you need him for is that you?re really hot.",Chandler,neutral,neutral,871,6
8727,What do ya say? What do ya say?,Joey,neutral,neutral,871,7
8728,"Well, I, I like the idea of naming him after someone I love, and Joey and Chandler are great names.",Phoebe,neutral,neutral,871,8
8729,"But, all right, I don?t?maybe I?ll just name him The Hulk.",Phoebe,neutral,neutral,871,9
8730,I knew I shouldn?t have mentioned it! That?s what I wanted to name my kid!,Joey,sadness,negative,871,10
8731,"What that Rachel did to her life.... We ran into her parents at the club, they were not playing very well.",Mrs. Geller,sadness,negative,872,0
8732,I'm not gonna tell you what they spent on that wedding... but forty thousand dollars is a lot of money!,Mr. Geller,surprise,negative,872,1
8733,"Well, at least she had the chance to leave a man at the altar...",Mrs. Geller,joy,positive,872,2
8734,What's that supposed to mean?,Monica,surprise,positive,872,3
8735,Nothing! It's an expression.,Mrs. Geller,neutral,neutral,872,4
8736,No it's not.,Monica,neutral,neutral,872,5
8737,Don't listen to your mother.,Mr. Geller,neutral,neutral,872,6
8738,"You're independent, and you always have been!",Mr. Geller,neutral,neutral,872,7
8739,"Even when you were a kid... and you were chubby, and you had no friends, you were just fine!",Mr. Geller,neutral,neutral,872,8
8740,"And you would read alone in your room, and your puzzles...",Mr. Geller,neutral,neutral,872,9
8741,PBS Telethon.,Joey,neutral,neutral,873,0
8742,Hi Joey.,Phoebe,neutral,neutral,873,1
8743,Hey Pheebs!,Joey,joy,positive,873,2
8744,I,Phoebe,neutral,neutral,873,3
8745,"$200? Are you sure Pheebs? I mean, after what",Joey,surprise,negative,873,4
8746,"Oh, I'm still mad at them but I also now that they bring happiness to lots of kids who's moms didn't kill themselves, so by supporting them, I'm doing a good thing, but I'm not",Phoebe,anger,negative,873,5
8747,What kind of problem?,Ross,surprise,negative,874,0
8748,"Well to tell you the truth, they uh,  they had a problem with the bag!",Joey,sadness,negative,874,1
8749,Oh my God!,Chandler,surprise,negative,874,2
8751,Y'know what? It was a stupid play anyway!,Joey,sadness,negative,874,3
8752,"Y'know, Joey, I think it's time to give up the bag.",Monica,sadness,negative,874,4
8753,I don't wanna give up the bag.,Joey,sadness,negative,874,5
8754,I don't have to give up the bag!,Joey,anger,negative,874,6
8755,Do I Rach?,Joey,sadness,negative,874,7
8756,"Oh, you think I should give up the bag!",Joey,anger,negative,874,8
8757,"Honey wait, Joey, I?m sorry I mean as terrific as I think you are with it",Rachel,neutral,neutral,874,9
8759,I just don't know if the world is ready for you and your bag.,Rachel,sadness,negative,874,10
8760,I can't believe I'm hearing this!,Joey,sadness,negative,874,11
8761,Wait a minute!,Rachel,sadness,negative,874,12
8762,Wait a minute!,Rachel,anger,negative,874,13
8763,"I'm not saying that you shouldn?t have a bag, I just?it's just there are other bags that are a little less umm,  controversial.",Rachel,neutral,neutral,874,14
8764,"Yeah umm, they're called wallets.",Chandler,neutral,neutral,874,15
8765,I think you'll find this room more to your liking.,Hotel Clerk,neutral,neutral,875,0
8766,"Okay, great.",Chandler,joy,positive,875,1
8767,They say he's only got half a tank left.,Hotel Clerk,neutral,neutral,875,2
8768,Half a tank? We still got a lot of high-speed chasing to do!,Chandler,surprise,positive,875,3
8769,We're switching rooms again.,Monica,anger,negative,875,4
8770,What? Why?,Chandler,surprise,negative,875,5
8771,"This is a garden view room, and we paid for an ocean view room.",Monica,anger,negative,875,6
8772,Our last ocean view room was unacceptable to you.,Hotel Clerk,joy,positive,875,7
8773,"Excuse me, umm, can I talk to you over here for just a second?",Monica,anger,negative,875,8
8774,Uh-huh.,Chandler,neutral,neutral,875,9
8775,Chandler!,Monica,neutral,neutral,875,10
8776,Are you kidding me?! Joey. Joey! Joey! Joey! Joey! Joey! Joey! Joey! Joey! Joey!!,Chandler,anger,negative,876,0
8777,Joey. Joey. Joey. Joey! Joey!!,Joey,anger,negative,876,1
8778,"Oh. Oh, did-did-did I wake you?",Chandler,surprise,negative,876,2
8779,Hey!,Phoebe,joy,positive,877,0
8780,"Hey! Oh, I was just about to leave. I-I-I-I didn?t think you were coming.",David,surprise,positive,877,1
8781,"Oh, I wouldn?t miss this.",Phoebe,joy,positive,877,2
8782,"Well, I?m very glad you?re here.",David,joy,positive,877,3
8783,"Oh, you?re such a gentleman.  Come on! We?re going to my place!",Phoebe,joy,positive,877,4
8784,Hey!,Joey,joy,positive,878,0
8785,Hey-hey.,Monica,neutral,neutral,878,1
8786,So are guys doing okay?,Joey,neutral,neutral,878,2
8787,"Yeah, we talked and Monica made me see that I over reacted a little bit and some things in life are more important.",Chandler,neutral,neutral,878,3
8788,Do you have a minute?,Tag,neutral,neutral,879,0
8789,"Well yeah, sure, what?s up?",Rachel,neutral,neutral,879,1
8790,I got asked out twice today when I was at lunch?by guys.,Tag,neutral,neutral,879,2
8791,Oh really?!,Rachel,surprise,positive,880,0
8792,Yeah. Did you tell someone that I was gay?,Tag,neutral,neutral,880,1
8793,"Oh, did you not want people to know that?",Rachel,joy,positive,880,2
8794,But I?m not gay. And I especially wouldn?t want you to think I was gay.,Tag,joy,positive,881,0
8795,Why?s that?,Rachel,neutral,neutral,882,0
8796,I don?t think I should say.,Tag,neutral,neutral,883,0
8797,"Ohh, you can say. Come on, I don?t want you to feel like you can?t tell me things.",Rachel,neutral,neutral,883,1
8798,Okay.,Tag,neutral,neutral,883,2
8799,?Kay.,Rachel,neutral,neutral,883,3
8800,Well,Tag,neutral,neutral,883,4
8801,Yeah.,Rachel,neutral,neutral,883,5
8802,I?d love to ask out your friend Phoebe.,Tag,neutral,neutral,883,6
8803,"Yeah, she?s gay.",Rachel,neutral,neutral,883,7
8804,Here you go.,Casey,neutral,neutral,884,0
8805,"Great! All right, so I?ll call you later.",Joey,joy,positive,884,1
8806,Great!,Casey,joy,positive,884,2
8807,Hey-Hey-Hey! Who was that?,Chandler,surprise,positive,884,3
8808,That would be Casey. We?re going out tonight.,Joey,neutral,neutral,884,4
8809,"Goin? out, huh? Wow! Wow!  So things didn?t work out with Kathy, huh? Bummer.",Chandler,surprise,positive,884,5
8810,"No, things are fine with Kathy. I?m having a late dinner with her tonight, right after my early dinner with Casey.",Joey,neutral,neutral,884,6
8811,What?,Chandler,surprise,negative,884,7
8812,Yeah-yeah. And the craziest thing is that I just ate a whole pizza by myself!,Joey,anger,negative,884,8
8813,Wait! You?re going out with Kathy!,Chandler,surprise,negative,884,9
8814,Yeah. Why are you getting so upset?,Joey,surprise,negative,884,10
8815,"Well, I?m upset?for you. I mean, having sex with an endless line of beautiful women must be very unfulfilling for you.",Chandler,disgust,negative,884,11
8816,What is the big deal? It?s not like we?re exclusive.,Joey,sadness,negative,884,12
8817,"Look, Joey, Kathy is clearly not fulfilling your emotional needs.",Chandler,anger,negative,884,13
8818,"But Casey, I mean granted I only saw the back of her head, but I got this sense that she?s-she?s smart, and funny, and gets you.",Chandler,neutral,neutral,884,14
8819,You got all that from the back of her head?,Joey,surprise,negative,884,15
8820,"All right look, I think it?s time for you to settle down. Y'know? Make a choice, pick a lane.",Chandler,neutral,neutral,884,16
8821,Who?s Elaine?,Joey,neutral,neutral,884,17
8822,Can you people not see me?!,Chandler,joy,positive,885,0
8823,"So, will you talk to him?",Rachel,neutral,neutral,885,1
8824,I don?t know Rach.,Joey,neutral,neutral,885,2
8825,"Oh, come on! I?ll give you ten free",Rachel,anger,negative,885,3
8826,One!  No ten! You said ten! You can?t take that back!,Joey,anger,negative,885,4
8827,Hey!,Rachel,joy,positive,886,0
8828,Hi!,Chandler,joy,positive,886,1
8829,"Listen, can we watch cartoons on your television?",Chandler,neutral,neutral,886,2
8830,We need a porn break.,Chandler,neutral,neutral,886,3
8831,"We spent the last two hours watching In & Out & In, Again.",Chandler,neutral,neutral,886,4
8832,"Well, so, why don?t you just turn it off?",Rachel,joy,positive,886,5
8833,Because then we would be the guys who turned off free porn.,Chandler,neutral,neutral,886,6
8834,"Ooh, good, you?re hear! Okay.",Phoebe,joy,positive,886,7
8835,Hey!,Monica,joy,positive,886,8
8836,Hi!,Phoebe,joy,positive,886,9
8837,"Well, what-what ?cha got there?",Rachel,joy,positive,886,10
8838,"Oh this, well I?m glad you asked.",Phoebe,joy,positive,886,11
8839,"Now, don?t you hate it when you have to cut a tin can with an ordinary steak knife?",Phoebe,disgust,negative,886,12
8840,Ahh!,Phoebe,neutral,neutral,886,13
8841,"Now, I know what you?re thinking",Phoebe,neutral,neutral,886,14
8842,Pregnant Woman Slays Four?,Chandler,fear,negative,886,15
8843,"Phoebe, they didn?t make you pay for those knives, did they?",Monica,surprise,negative,886,16
8844,No!,Phoebe,joy,positive,886,17
8847,"Honey, you?re not gonna make enough money to help Frank and Alice just by selling knives.",Rachel,neutral,neutral,886,20
8848,"No-no, I know that, but I just have to make enough money for the second part of my plan.",Phoebe,neutral,neutral,886,21
8849,What?s the second part of your plan?,Chandler,neutral,neutral,886,22
8850,Yes that?s right.,Ross,neutral,neutral,887,0
8851,Why?,The Instructor,surprise,negative,887,1
8852,"I tired attacking two women, did not work.",Ross,neutral,neutral,887,2
8853,What?!,The Instructor,surprise,negative,887,3
8854,"No, I mean it?s okay, I mean, they?re-they?re my friends.",Ross,neutral,neutral,887,4
8855,"In fact, I-I-I was married to one of them.",Ross,anger,negative,887,5
8856,"Let me get this straight man, you attacked your ex-wife?!",The Instructor,anger,negative,887,6
8857,"Oh, no!",Ross,surprise,positive,887,7
8858,No-no!,Ross,surprise,positive,887,8
8859,"No, I tired!",Ross,surprise,negative,887,9
8860,But I couldn?t.,Ross,neutral,neutral,887,10
8861,That?s why I?m here.,Ross,anger,negative,887,11
8862,Maybe we could attack them together?,Ross,neutral,neutral,887,12
8863,That-that?s a no.,Ross,neutral,neutral,887,13
8864,"What? No! No, I?m not stopping. I?m Red Ross!",Ross,sadness,negative,888,0
8865,"Dude, if you go back out there, you?re gonna be Dead Ross!",Joey,anger,negative,888,1
8866,I don?t care! I am not quitting! I insist on finishing this game!,Ross,anger,negative,888,2
8867,"All right, all right, if you insist on doing this, at least let me help you.",Emily,anger,negative,888,3
8868,"No, God no! That is no place for a woman. Those guys will grab anything.",Ross,neutral,neutral,888,4
8869,No. That?s not what I?m saying. I just may know a few things that might help you inflict some pain.,Emily,neutral,neutral,888,5
8870,I like that.,Ross,joy,positive,888,6
8871,"Yeah? Listen closely, Devon has got a weak ankle.",Emily,neutral,neutral,888,7
8872,Huh?,Ross,neutral,neutral,888,8
